id,name,email,joined_date,status
1437,Linus Nakamoto,linus.nakamoto4463@example.com,2021-07-04,ACTIVE
1438,Donald Shannon,donald.shannon7924@example.com,2021-10-20,ACTIVE
1439,Edsger Lamarr,edsger.lamarr3175@example.com,2022-04-18,ACTIVE
1440,Frances Thompson,frances.thompson7085@example.com,2021-05-24,ACTIVE
1441,Linus Knuth,linus.knuth1868@example.com,2023-01-14,ACTIVE
1442,Guido Lamarr,guido.lamarr5723@example.com,2023-01-09,ACTIVE
1443,Hedy Hopper,hedy.hopper7512@example.com,2021-05-04,ACTIVE
1444,Mary Ritchie,mary.ritchie5605@example.com,2023-10-09,ACTIVE
1445,Margaret Knuth,margaret.knuth7096@example.com,2022-01-12,ACTIVE
1446,Donald Gosling,donald.gosling4357@example.com,2021-02-28,ACTIVE
1447,Linus Allen,linus.allen3808@example.com,2022-03-22,ACTIVE
1448,Alan Hamilton,alan.hamilton6029@example.com,2023-08-06,ACTIVE
1449,Margaret Knuth,margaret.knuth2064@example.com,2023-05-28,SUSPENDED
1450,Tim Backus,tim.backus7868@example.com,2021-02-27,ACTIVE
1451,Margaret Liskov,margaret.liskov5226@example.com,2022-03-25,ACTIVE
1452,John Lovelace,john.lovelace2120@example.com,2023-10-08,ACTIVE
1453,John Dijkstra,john.dijkstra1611@example.com,2023-07-27,ACTIVE
1454,Mary Backus,mary.backus2526@example.com,2023-07-19,ACTIVE
1455,Barbara van Rossum,barbara.van.rossum5575@example.com,2021-01-19,SUSPENDED
1456,Linus Hopper,linus.hopper2804@example.com,2022-03-04,ACTIVE
1457,Katherine Shannon,katherine.shannon3779@example.com,2023-06-10,ACTIVE
1458,Dennis Berners-Lee,dennis.berners-lee6161@example.com,2023-10-02,ACTIVE
1459,Linus Liskov,linus.liskov3529@example.com,2022-11-04,ACTIVE
1460,Barbara Hopper,barbara.hopper5597@example.com,2022-11-21,ACTIVE
1461,Edsger Liskov,edsger.liskov3496@example.com,2022-04-25,ACTIVE
1462,Dennis Lamarr,dennis.lamarr1302@example.com,2021-03-13,ACTIVE
1463,Grace Jackson,grace.jackson5492@example.com,2021-03-28,ACTIVE
1464,Satoshi Backus,satoshi.backus2049@example.com,2021-12-02,ACTIVE
1465,Donald Turing,donald.turing9139@example.com,2021-08-17,ACTIVE
1466,Claude Allen,claude.allen136@example.com,2023-11-25,ACTIVE
1467,Dennis Turing,dennis.turing683@example.com,2021-04-11,ACTIVE
1468,Mary Lamarr,mary.lamarr1643@example.com,2021-07-27,ACTIVE
1469,Tim Liskov,tim.liskov516@example.com,2022-04-20,ACTIVE
1470,Satoshi van Rossum,satoshi.van.rossum477@example.com,2022-01-27,ACTIVE
1471,Margaret Nakamoto,margaret.nakamoto6564@example.com,2021-05-27,ACTIVE
1472,Guido Nakamoto,guido.nakamoto30@example.com,2023-07-12,ACTIVE
1473,Claude Turing,claude.turing7705@example.com,2022-05-26,ACTIVE
1474,Katherine Gosling,katherine.gosling9923@example.com,2023-02-13,ACTIVE
1475,Satoshi Knuth,satoshi.knuth785@example.com,2021-11-17,ACTIVE
1476,Satoshi Berners-Lee,satoshi.berners-lee7253@example.com,2023-10-31,ACTIVE
1477,Alan Hamilton,alan.hamilton4393@example.com,2023-04-06,SUSPENDED
1478,John Nakamoto,john.nakamoto1329@example.com,2022-06-02,ACTIVE
1479,Linus Ritchie,linus.ritchie2610@example.com,2021-05-04,ACTIVE
1480,Linus Turing,linus.turing5059@example.com,2023-10-01,ACTIVE
1481,Alan Ritchie,alan.ritchie5293@example.com,2021-04-06,ACTIVE
1482,Margaret Berners-Lee,margaret.berners-lee60@example.com,2021-07-21,ACTIVE
1483,Grace Gosling,grace.gosling7973@example.com,2021-02-26,ACTIVE
1484,Donald Liskov,donald.liskov1204@example.com,2021-04-28,ACTIVE
1485,Tim Ritchie,tim.ritchie3237@example.com,2022-12-27,ACTIVE
1486,Katherine Dijkstra,katherine.dijkstra4033@example.com,2023-05-25,ACTIVE
1487,Linus Backus,linus.backus5699@example.com,2023-02-02,ACTIVE
1488,Hedy Knuth,hedy.knuth2056@example.com,2022-01-03,ACTIVE
1489,Katherine Dijkstra,katherine.dijkstra5003@example.com,2021-06-17,ACTIVE
1490,Claude Ritchie,claude.ritchie6532@example.com,2021-08-23,ACTIVE
1491,Katherine van Rossum,katherine.van.rossum5282@example.com,2023-12-28,ACTIVE
1492,Frances Berners-Lee,frances.berners-lee9036@example.com,2022-05-11,ACTIVE
1493,Grace Gosling,grace.gosling1949@example.com,2022-01-01,ACTIVE
1494,Hedy Liskov,hedy.liskov4884@example.com,2022-01-05,ACTIVE
1495,Claude Hopper,claude.hopper1082@example.com,2022-10-19,ACTIVE
1496,Ada Allen,ada.allen1972@example.com,2023-05-11,ACTIVE
1497,Barbara Torvalds,barbara.torvalds2375@example.com,2021-08-30,ACTIVE
1498,Donald Hopper,donald.hopper4573@example.com,2023-02-15,ACTIVE
1499,Dennis Torvalds,dennis.torvalds536@example.com,2021-07-06,ACTIVE
1500,John Turing,john.turing5410@example.com,2022-12-29,ACTIVE
1501,Alan Knuth,alan.knuth4511@example.com,2022-05-17,ACTIVE
1502,Ada Liskov,ada.liskov7256@example.com,2023-03-13,ACTIVE
1503,Hedy Nakamoto,hedy.nakamoto2048@example.com,2023-11-14,ACTIVE
1504,Margaret Lovelace,margaret.lovelace4596@example.com,2021-10-17,ACTIVE
1505,Tim Liskov,tim.liskov4152@example.com,2021-12-13,ACTIVE
1506,Alan Lamarr,alan.lamarr5419@example.com,2022-06-29,SUSPENDED
1507,Claude Johnson,claude.johnson2071@example.com,2023-08-17,ACTIVE
1508,James Backus,james.backus6420@example.com,2022-08-30,ACTIVE
1509,Tim Berners-Lee,tim.berners-lee3432@example.com,2021-09-09,ACTIVE
1510,Ken Gosling,ken.gosling2972@example.com,2021-06-24,ACTIVE
1511,Frances Hamilton,frances.hamilton1357@example.com,2022-09-29,SUSPENDED
1512,Dennis Thompson,dennis.thompson1656@example.com,2023-06-08,ACTIVE
1513,Barbara Lamarr,barbara.lamarr7674@example.com,2023-08-15,ACTIVE
1514,Barbara Lamarr,barbara.lamarr1128@example.com,2023-04-09,ACTIVE
1515,James Nakamoto,james.nakamoto3611@example.com,2022-07-26,ACTIVE
1516,James Hopper,james.hopper7550@example.com,2022-09-25,ACTIVE
1517,Mary Allen,mary.allen8251@example.com,2022-01-18,SUSPENDED
1518,Satoshi Ritchie,satoshi.ritchie2449@example.com,2021-05-02,ACTIVE
1519,John Lovelace,john.lovelace4356@example.com,2023-02-27,ACTIVE
1520,Linus Allen,linus.allen1317@example.com,2022-10-14,ACTIVE
1521,Alan Torvalds,alan.torvalds7975@example.com,2023-05-06,ACTIVE
1522,Donald Backus,donald.backus4553@example.com,2023-11-02,ACTIVE
1523,James Allen,james.allen4138@example.com,2022-04-08,ACTIVE
1524,Barbara Knuth,barbara.knuth8869@example.com,2022-01-05,ACTIVE
1525,Ken Nakamoto,ken.nakamoto6854@example.com,2023-07-20,ACTIVE
1526,Katherine Backus,katherine.backus5199@example.com,2022-01-26,ACTIVE
1527,John Jackson,john.jackson4817@example.com,2021-06-17,ACTIVE
1528,James Hamilton,james.hamilton7558@example.com,2022-11-25,ACTIVE
1529,Ada Lamarr,ada.lamarr1773@example.com,2022-11-08,ACTIVE
1530,Ken Hamilton,ken.hamilton1714@example.com,2023-02-04,ACTIVE
1531,James Knuth,james.knuth4276@example.com,2021-11-07,ACTIVE
1532,Edsger Berners-Lee,edsger.berners-lee4506@example.com,2021-10-09,ACTIVE
1533,Edsger Turing,edsger.turing7172@example.com,2023-12-15,ACTIVE
1534,Barbara Liskov,barbara.liskov4076@example.com,2022-10-30,ACTIVE
1535,Margaret Dijkstra,margaret.dijkstra2456@example.com,2021-09-02,ACTIVE
1536,Barbara Jackson,barbara.jackson6865@example.com,2023-10-08,ACTIVE
1537,John Torvalds,john.torvalds2689@example.com,2022-11-03,ACTIVE
1538,Mary Nakamoto,mary.nakamoto6358@example.com,2021-04-16,ACTIVE
1539,Tim Lamarr,tim.lamarr4613@example.com,2023-10-10,ACTIVE
1540,Ken Lamarr,ken.lamarr8304@example.com,2022-05-17,ACTIVE
1541,Tim Liskov,tim.liskov8445@example.com,2021-03-31,ACTIVE
1542,Donald Lamarr,donald.lamarr4197@example.com,2021-01-29,ACTIVE
1543,Ken Hopper,ken.hopper7196@example.com,2023-07-19,ACTIVE
1544,Donald Backus,donald.backus1219@example.com,2022-12-12,ACTIVE
1545,Claude Nakamoto,claude.nakamoto4291@example.com,2022-10-17,SUSPENDED
1546,Tim van Rossum,tim.van.rossum2069@example.com,2022-05-05,ACTIVE
1547,Ada Allen,ada.allen6830@example.com,2021-11-29,ACTIVE
1548,Tim Allen,tim.allen4646@example.com,2021-02-08,ACTIVE
1549,Dennis Nakamoto,dennis.nakamoto7160@example.com,2022-05-28,ACTIVE
1550,Barbara Hopper,barbara.hopper5383@example.com,2023-09-19,ACTIVE
1551,Katherine Jackson,katherine.jackson5430@example.com,2023-02-20,ACTIVE
1552,Dennis Hamilton,dennis.hamilton6918@example.com,2022-07-31,ACTIVE
1553,Claude Nakamoto,claude.nakamoto9590@example.com,2023-08-19,ACTIVE
1554,Linus Lovelace,linus.lovelace7231@example.com,2021-01-10,ACTIVE
1555,Margaret van Rossum,margaret.van.rossum6710@example.com,2023-05-05,SUSPENDED
1556,Ken Dijkstra,ken.dijkstra2186@example.com,2023-04-21,ACTIVE
1557,Barbara Johnson,barbara.johnson7949@example.com,2021-08-17,ACTIVE
1558,Ada Ritchie,ada.ritchie2637@example.com,2021-01-08,ACTIVE
1559,Ada Nakamoto,ada.nakamoto1045@example.com,2021-06-12,ACTIVE
1560,Frances Lovelace,frances.lovelace6527@example.com,2023-06-05,ACTIVE
1561,Dennis Johnson,dennis.johnson8356@example.com,2021-08-07,ACTIVE
1562,Ada Dijkstra,ada.dijkstra1431@example.com,2021-09-08,ACTIVE
1563,Ada Nakamoto,ada.nakamoto1412@example.com,2022-10-06,ACTIVE
1564,Mary Knuth,mary.knuth6571@example.com,2023-09-30,ACTIVE
1565,Claude Torvalds,claude.torvalds3801@example.com,2023-07-23,SUSPENDED
1566,Katherine Lamarr,katherine.lamarr8478@example.com,2022-02-04,ACTIVE
1567,Tim Dijkstra,tim.dijkstra7787@example.com,2023-08-22,SUSPENDED
1568,Guido Hopper,guido.hopper9581@example.com,2022-03-28,ACTIVE
1569,Claude Backus,claude.backus5596@example.com,2021-10-08,ACTIVE
1570,James Jackson,james.jackson7723@example.com,2022-12-14,ACTIVE
1571,Edsger van Rossum,edsger.van.rossum4358@example.com,2022-05-27,ACTIVE
1572,Hedy Backus,hedy.backus9702@example.com,2023-10-05,ACTIVE
1573,Barbara Ritchie,barbara.ritchie4981@example.com,2021-09-25,ACTIVE
1574,Frances Hopper,frances.hopper9891@example.com,2021-09-01,ACTIVE
1575,Margaret Lamarr,margaret.lamarr5455@example.com,2021-12-17,ACTIVE
1576,Guido Torvalds,guido.torvalds5084@example.com,2022-08-25,ACTIVE
1577,Dennis Lamarr,dennis.lamarr695@example.com,2022-10-30,ACTIVE
1578,Frances Thompson,frances.thompson4434@example.com,2021-04-23,ACTIVE
1579,Dennis Knuth,dennis.knuth1083@example.com,2022-06-07,ACTIVE
1580,Ada Hopper,ada.hopper112@example.com,2023-12-31,ACTIVE
1581,Edsger van Rossum,edsger.van.rossum9357@example.com,2021-02-05,ACTIVE
1582,Hedy Johnson,hedy.johnson7367@example.com,2021-07-18,ACTIVE
1583,Linus Nakamoto,linus.nakamoto2077@example.com,2023-02-10,ACTIVE
1584,Guido Gosling,guido.gosling9648@example.com,2023-02-05,ACTIVE
1585,Hedy Shannon,hedy.shannon1167@example.com,2023-12-22,ACTIVE
1586,John Lovelace,john.lovelace3125@example.com,2022-07-03,ACTIVE
1587,Tim Knuth,tim.knuth3037@example.com,2022-11-06,ACTIVE
1588,Hedy Backus,hedy.backus749@example.com,2023-10-12,ACTIVE
1589,Katherine Nakamoto,katherine.nakamoto8101@example.com,2023-05-09,ACTIVE
1590,Alan Turing,alan.turing2512@example.com,2023-12-28,ACTIVE
1591,Margaret Knuth,margaret.knuth6803@example.com,2021-03-03,ACTIVE
1592,Tim Hopper,tim.hopper9566@example.com,2023-12-08,ACTIVE
1593,Margaret Backus,margaret.backus8710@example.com,2021-10-15,ACTIVE
1594,Ken van Rossum,ken.van.rossum6892@example.com,2021-08-03,ACTIVE
1595,Mary Dijkstra,mary.dijkstra4875@example.com,2021-04-11,ACTIVE
1596,Barbara Jackson,barbara.jackson7405@example.com,2021-09-29,ACTIVE
1597,Katherine Turing,katherine.turing6193@example.com,2022-09-29,ACTIVE
1598,Alan Jackson,alan.jackson8619@example.com,2023-07-02,SUSPENDED
1599,Katherine Nakamoto,katherine.nakamoto1338@example.com,2023-04-14,ACTIVE
1600,John Torvalds,john.torvalds285@example.com,2021-11-05,ACTIVE
1601,Ken Jackson,ken.jackson8142@example.com,2022-06-10,ACTIVE
1602,Barbara Lovelace,barbara.lovelace5865@example.com,2021-04-06,SUSPENDED
1603,Alan Lamarr,alan.lamarr4372@example.com,2022-03-22,ACTIVE
1604,Hedy Gosling,hedy.gosling32@example.com,2023-09-29,ACTIVE
1605,Ken Hamilton,ken.hamilton3062@example.com,2021-12-22,ACTIVE
1606,James Lovelace,james.lovelace6826@example.com,2022-05-28,ACTIVE
1607,Katherine Allen,katherine.allen2194@example.com,2023-05-25,ACTIVE
1608,Tim Dijkstra,tim.dijkstra1700@example.com,2022-11-07,ACTIVE
1609,Satoshi Thompson,satoshi.thompson9398@example.com,2023-03-23,SUSPENDED
1610,Frances Turing,frances.turing8332@example.com,2023-12-09,ACTIVE
1611,Margaret Jackson,margaret.jackson1848@example.com,2023-11-13,ACTIVE
1612,Margaret Lamarr,margaret.lamarr236@example.com,2022-05-29,SUSPENDED
1613,Edsger Thompson,edsger.thompson5034@example.com,2023-09-18,ACTIVE
1614,James Torvalds,james.torvalds3508@example.com,2021-03-10,ACTIVE
1615,Katherine Ritchie,katherine.ritchie8823@example.com,2022-08-08,ACTIVE
1616,Satoshi Hamilton,satoshi.hamilton3138@example.com,2021-03-27,ACTIVE
1617,Katherine Berners-Lee,katherine.berners-lee7137@example.com,2023-04-22,ACTIVE
1618,Katherine Backus,katherine.backus639@example.com,2022-11-13,ACTIVE
1619,John Knuth,john.knuth9499@example.com,2023-03-29,ACTIVE
1620,Alan Gosling,alan.gosling9769@example.com,2023-01-09,ACTIVE
1621,Alan Backus,alan.backus2028@example.com,2022-04-02,SUSPENDED
1622,Claude Lovelace,claude.lovelace2534@example.com,2023-11-08,ACTIVE
1623,Dennis Dijkstra,dennis.dijkstra8081@example.com,2021-10-01,ACTIVE
1624,Katherine Lovelace,katherine.lovelace6824@example.com,2022-11-23,ACTIVE
1625,Ken Hopper,ken.hopper8163@example.com,2021-06-14,ACTIVE
1626,Donald Jackson,donald.jackson8346@example.com,2021-09-19,ACTIVE
1627,Tim Knuth,tim.knuth7271@example.com,2021-10-25,ACTIVE
1628,Grace Torvalds,grace.torvalds2060@example.com,2021-03-19,SUSPENDED
1629,Donald Lamarr,donald.lamarr5474@example.com,2022-09-05,ACTIVE
1630,Claude Backus,claude.backus4141@example.com,2022-12-28,SUSPENDED
1631,Linus Hamilton,linus.hamilton6763@example.com,2023-06-28,SUSPENDED
1632,Frances Allen,frances.allen3302@example.com,2023-03-16,ACTIVE
1633,Donald Johnson,donald.johnson986@example.com,2021-12-25,ACTIVE
1634,Hedy Thompson,hedy.thompson6953@example.com,2021-12-26,ACTIVE
1635,Hedy Hamilton,hedy.hamilton8352@example.com,2022-08-06,ACTIVE
1636,Guido Hopper,guido.hopper9133@example.com,2021-04-25,ACTIVE
1637,Claude Liskov,claude.liskov3564@example.com,2023-10-25,ACTIVE
1638,Katherine Torvalds,katherine.torvalds7787@example.com,2023-08-20,ACTIVE
1639,Donald Hopper,donald.hopper8379@example.com,2022-02-23,ACTIVE
1640,Grace Jackson,grace.jackson5625@example.com,2021-06-24,ACTIVE
1641,Dennis Berners-Lee,dennis.berners-lee547@example.com,2023-09-08,ACTIVE
1642,Ada Hamilton,ada.hamilton8197@example.com,2023-04-10,ACTIVE
1643,Mary Knuth,mary.knuth8977@example.com,2021-11-01,SUSPENDED
1644,Margaret Hopper,margaret.hopper2049@example.com,2021-10-12,ACTIVE
1645,James Nakamoto,james.nakamoto9107@example.com,2022-05-02,ACTIVE
1646,Margaret Hamilton,margaret.hamilton5986@example.com,2023-05-10,ACTIVE
1647,Mary Gosling,mary.gosling3531@example.com,2021-06-18,ACTIVE
1648,Mary Backus,mary.backus101@example.com,2022-07-20,ACTIVE
1649,Grace Knuth,grace.knuth5954@example.com,2021-09-05,ACTIVE
1650,James Nakamoto,james.nakamoto5540@example.com,2022-10-05,ACTIVE
1651,Barbara Hopper,barbara.hopper8771@example.com,2021-07-22,ACTIVE
1652,Donald Liskov,donald.liskov4715@example.com,2023-03-16,ACTIVE
1653,Claude Jackson,claude.jackson775@example.com,2023-07-11,ACTIVE
1654,Mary Lamarr,mary.lamarr819@example.com,2023-10-20,SUSPENDED
1655,Frances Backus,frances.backus3847@example.com,2021-02-14,ACTIVE
1656,Tim Lamarr,tim.lamarr2728@example.com,2021-12-30,ACTIVE
1657,Barbara Knuth,barbara.knuth105@example.com,2021-10-10,ACTIVE
1658,Ken Liskov,ken.liskov3210@example.com,2022-07-06,ACTIVE
1659,Claude Johnson,claude.johnson2001@example.com,2023-07-27,ACTIVE
1660,Donald Nakamoto,donald.nakamoto3867@example.com,2021-09-14,ACTIVE
1661,Edsger Ritchie,edsger.ritchie7335@example.com,2021-07-05,ACTIVE
1662,Hedy Hopper,hedy.hopper8437@example.com,2022-12-28,SUSPENDED
1663,Katherine Knuth,katherine.knuth9735@example.com,2023-07-21,ACTIVE
1664,Tim Liskov,tim.liskov396@example.com,2022-03-21,ACTIVE
1665,John Knuth,john.knuth4764@example.com,2023-12-07,ACTIVE
1666,Linus Allen,linus.allen8674@example.com,2022-06-26,ACTIVE
1667,Ken Backus,ken.backus6663@example.com,2023-08-13,ACTIVE
1668,James Torvalds,james.torvalds1944@example.com,2022-08-02,ACTIVE
1669,Linus Knuth,linus.knuth9992@example.com,2021-12-19,ACTIVE
1670,Linus Dijkstra,linus.dijkstra2909@example.com,2022-04-11,ACTIVE
1671,John Jackson,john.jackson590@example.com,2021-03-26,SUSPENDED
1672,Ada Gosling,ada.gosling7170@example.com,2021-08-24,ACTIVE
1673,Guido van Rossum,guido.van.rossum3443@example.com,2023-02-27,ACTIVE
1674,Dennis Gosling,dennis.gosling8477@example.com,2023-12-14,ACTIVE
1675,Grace Turing,grace.turing9483@example.com,2023-10-05,ACTIVE
1676,Margaret Jackson,margaret.jackson3041@example.com,2021-04-08,ACTIVE
1677,Ken Lovelace,ken.lovelace5908@example.com,2023-10-06,ACTIVE
1678,James van Rossum,james.van.rossum3253@example.com,2021-05-01,ACTIVE
1679,Barbara Thompson,barbara.thompson9721@example.com,2023-06-26,ACTIVE
1680,Linus Backus,linus.backus398@example.com,2021-07-12,ACTIVE
1681,Katherine Dijkstra,katherine.dijkstra8793@example.com,2023-11-23,ACTIVE
1682,Dennis Jackson,dennis.jackson3461@example.com,2021-07-11,ACTIVE
1683,James Lovelace,james.lovelace4732@example.com,2023-03-06,ACTIVE
1684,Alan Lamarr,alan.lamarr1777@example.com,2022-01-20,ACTIVE
1685,John Allen,john.allen2807@example.com,2023-03-12,ACTIVE
1686,Hedy Liskov,hedy.liskov8279@example.com,2023-07-25,ACTIVE
1687,Katherine Thompson,katherine.thompson3812@example.com,2021-10-28,ACTIVE
1688,Claude Liskov,claude.liskov4954@example.com,2023-01-30,ACTIVE
1689,Claude Turing,claude.turing2287@example.com,2022-11-01,ACTIVE
1690,Hedy Nakamoto,hedy.nakamoto9078@example.com,2023-02-07,ACTIVE
1691,Linus Lamarr,linus.lamarr7809@example.com,2021-11-14,ACTIVE
1692,Ada Jackson,ada.jackson9798@example.com,2023-05-13,ACTIVE
1693,Grace Allen,grace.allen2783@example.com,2022-10-23,ACTIVE
1694,Grace Jackson,grace.jackson9249@example.com,2023-01-23,ACTIVE
1695,Tim Lamarr,tim.lamarr4593@example.com,2022-12-11,ACTIVE
1696,Ken Dijkstra,ken.dijkstra3398@example.com,2023-12-11,ACTIVE
1697,Edsger Knuth,edsger.knuth4802@example.com,2023-04-22,ACTIVE
1698,Grace Hopper,grace.hopper951@example.com,2023-01-25,ACTIVE
1699,Frances Nakamoto,frances.nakamoto4608@example.com,2022-01-14,ACTIVE
1700,Tim Hamilton,tim.hamilton1709@example.com,2022-05-19,ACTIVE
1701,Edsger Gosling,edsger.gosling2692@example.com,2023-11-07,ACTIVE
1702,Mary Lamarr,mary.lamarr3480@example.com,2023-02-09,ACTIVE
1703,Hedy Thompson,hedy.thompson6757@example.com,2022-10-24,ACTIVE
1704,Ken Gosling,ken.gosling116@example.com,2022-04-08,ACTIVE
1705,Guido Knuth,guido.knuth8076@example.com,2022-01-31,ACTIVE
1706,Hedy van Rossum,hedy.van.rossum4274@example.com,2021-05-12,ACTIVE
1707,Guido Ritchie,guido.ritchie7659@example.com,2021-01-09,ACTIVE
1708,Hedy Hamilton,hedy.hamilton9534@example.com,2021-07-17,ACTIVE
1709,Alan Torvalds,alan.torvalds2129@example.com,2023-01-24,ACTIVE
1710,Guido van Rossum,guido.van.rossum3186@example.com,2023-09-18,SUSPENDED
1711,Grace Gosling,grace.gosling9263@example.com,2023-11-28,ACTIVE
1712,Satoshi Hopper,satoshi.hopper2467@example.com,2023-06-11,ACTIVE
1713,Frances Knuth,frances.knuth7766@example.com,2022-03-21,ACTIVE
1714,Linus Torvalds,linus.torvalds7720@example.com,2023-10-03,SUSPENDED
1715,Ada Dijkstra,ada.dijkstra7904@example.com,2021-05-26,ACTIVE
1716,Grace Torvalds,grace.torvalds3570@example.com,2021-10-26,ACTIVE
1717,Alan Hopper,alan.hopper8900@example.com,2023-09-29,ACTIVE
1718,Linus Gosling,linus.gosling4024@example.com,2023-10-17,ACTIVE
1719,Edsger Backus,edsger.backus4891@example.com,2021-11-26,SUSPENDED
1720,Guido Turing,guido.turing616@example.com,2022-01-01,ACTIVE
1721,Donald Liskov,donald.liskov4918@example.com,2021-06-08,ACTIVE
1722,Katherine Hamilton,katherine.hamilton7472@example.com,2023-04-17,ACTIVE
1723,Mary Dijkstra,mary.dijkstra4194@example.com,2022-05-09,ACTIVE
1724,Grace Allen,grace.allen4268@example.com,2022-09-10,ACTIVE
1725,John Hamilton,john.hamilton1848@example.com,2023-02-07,ACTIVE
1726,Ada Torvalds,ada.torvalds1579@example.com,2022-09-05,ACTIVE
1727,Katherine Shannon,katherine.shannon8566@example.com,2021-02-20,ACTIVE
1728,Grace Backus,grace.backus4987@example.com,2023-09-30,ACTIVE
1729,Tim van Rossum,tim.van.rossum6956@example.com,2022-08-06,ACTIVE
1730,Claude Torvalds,claude.torvalds4663@example.com,2022-07-30,ACTIVE
1731,Claude Thompson,claude.thompson6269@example.com,2022-08-26,ACTIVE
1732,Ken Thompson,ken.thompson4036@example.com,2023-05-19,ACTIVE
1733,Ken Ritchie,ken.ritchie6404@example.com,2021-01-12,ACTIVE
1734,Satoshi Dijkstra,satoshi.dijkstra3105@example.com,2022-02-17,ACTIVE
1735,Satoshi Liskov,satoshi.liskov5243@example.com,2021-08-09,ACTIVE
1736,Satoshi Knuth,satoshi.knuth3729@example.com,2021-02-21,ACTIVE
1737,Tim Knuth,tim.knuth2989@example.com,2021-10-15,ACTIVE
1738,Dennis Turing,dennis.turing3912@example.com,2022-06-08,ACTIVE
1739,Linus Ritchie,linus.ritchie601@example.com,2023-10-21,ACTIVE
1740,Guido Allen,guido.allen1419@example.com,2022-12-31,SUSPENDED
1741,Edsger Thompson,edsger.thompson9005@example.com,2023-02-27,ACTIVE
1742,John Turing,john.turing244@example.com,2023-11-02,ACTIVE
1743,Claude Hopper,claude.hopper3182@example.com,2021-12-24,ACTIVE
1744,Grace Knuth,grace.knuth1798@example.com,2021-08-20,ACTIVE
1745,Edsger Allen,edsger.allen9926@example.com,2022-09-15,SUSPENDED
1746,Claude Liskov,claude.liskov8062@example.com,2022-04-25,ACTIVE
1747,Ken Lamarr,ken.lamarr9996@example.com,2023-12-08,ACTIVE
1748,Hedy Jackson,hedy.jackson9567@example.com,2023-12-30,ACTIVE
1749,Satoshi Dijkstra,satoshi.dijkstra950@example.com,2022-12-31,ACTIVE
1750,Edsger Hamilton,edsger.hamilton5203@example.com,2022-11-12,ACTIVE
1751,Ada Torvalds,ada.torvalds1548@example.com,2023-06-03,ACTIVE
1752,Alan Backus,alan.backus3887@example.com,2022-03-02,ACTIVE
1753,Satoshi Jackson,satoshi.jackson5302@example.com,2023-07-20,ACTIVE
1754,Ken Hopper,ken.hopper2168@example.com,2021-12-28,ACTIVE
1755,Ken Torvalds,ken.torvalds8100@example.com,2023-05-09,ACTIVE
1756,Claude Johnson,claude.johnson8558@example.com,2021-10-20,ACTIVE
1757,Mary Liskov,mary.liskov4272@example.com,2021-07-05,ACTIVE
1758,Margaret Liskov,margaret.liskov270@example.com,2023-07-05,SUSPENDED
1759,Alan Hopper,alan.hopper5677@example.com,2023-05-08,ACTIVE
1760,Satoshi Knuth,satoshi.knuth8570@example.com,2021-03-26,ACTIVE
1761,John Thompson,john.thompson8153@example.com,2023-02-21,ACTIVE
1762,Katherine Lamarr,katherine.lamarr3346@example.com,2021-12-20,ACTIVE
1763,Satoshi Torvalds,satoshi.torvalds3082@example.com,2021-03-09,ACTIVE
1764,John Johnson,john.johnson2662@example.com,2022-01-27,ACTIVE
1765,Hedy Berners-Lee,hedy.berners-lee1460@example.com,2021-03-22,ACTIVE
1766,Mary Jackson,mary.jackson865@example.com,2023-05-09,ACTIVE
1767,Margaret Turing,margaret.turing6674@example.com,2022-02-17,ACTIVE
1768,Barbara Hopper,barbara.hopper3462@example.com,2023-06-05,ACTIVE
1769,Donald Thompson,donald.thompson9924@example.com,2021-12-22,ACTIVE
1770,Edsger Dijkstra,edsger.dijkstra4442@example.com,2023-06-07,ACTIVE
1771,Edsger Thompson,edsger.thompson6184@example.com,2023-06-23,SUSPENDED
1772,Hedy Lamarr,hedy.lamarr1288@example.com,2023-07-18,ACTIVE
1773,Ken Johnson,ken.johnson1470@example.com,2022-05-12,ACTIVE
1774,Claude Knuth,claude.knuth6047@example.com,2021-05-19,SUSPENDED
1775,Tim Lovelace,tim.lovelace628@example.com,2021-06-14,SUSPENDED
1776,Dennis Jackson,dennis.jackson9624@example.com,2021-08-19,ACTIVE
1777,Margaret Hamilton,margaret.hamilton3610@example.com,2022-09-05,ACTIVE
1778,Barbara Hamilton,barbara.hamilton9430@example.com,2022-07-11,SUSPENDED
1779,Dennis van Rossum,dennis.van.rossum2022@example.com,2022-01-31,ACTIVE
1780,Katherine van Rossum,katherine.van.rossum6174@example.com,2022-02-08,ACTIVE
1781,Frances Torvalds,frances.torvalds8334@example.com,2023-08-01,ACTIVE
1782,Dennis Gosling,dennis.gosling1983@example.com,2021-05-29,ACTIVE
1783,Edsger Lamarr,edsger.lamarr4827@example.com,2021-01-11,ACTIVE
1784,Alan Hopper,alan.hopper2359@example.com,2023-09-08,ACTIVE
1785,Katherine Knuth,katherine.knuth8093@example.com,2022-12-25,SUSPENDED
1786,Claude Jackson,claude.jackson7497@example.com,2022-02-10,ACTIVE
1787,Grace Allen,grace.allen4292@example.com,2022-12-17,ACTIVE
1788,Mary Thompson,mary.thompson6773@example.com,2022-01-05,ACTIVE
1789,Ken Allen,ken.allen7771@example.com,2023-07-13,ACTIVE
1790,Mary Torvalds,mary.torvalds2753@example.com,2021-05-28,ACTIVE
